株主ID,株主名,性別,年齢,職業,市,地名
3326,三原,男,37,介護支援専門員、ケアマネージャー,つくば,高野
3327,川井,女,38,老人福祉施設指導員,つくば,今鹿島
3328,染谷,男,39,障害者福祉施設指導員,つくば,沼崎
3329,坂上,男,40,児童福祉施設指導員,つくば,中東原新田
3330,田崎,男,41,福祉相談員、ケースワーカー,つくば,遠東
3331,外山,女,42,その他の福祉専門職,つくば,酒丸
3332,立花,男,43,福祉施設管理者,つくば,土田
3333,平尾,男,44,保育士,つくば,上里
3334,岩佐,男,45,保育補助（その他サービスを含む）,つくば,東光台一丁目
3335,小室,男,22,学童保育・放課後児童クラブ等指導員,つくば,東光台二丁目
3336,成瀬,男,47,幼稚園教員,つくば,東光台三丁目
3337,三田,男,48,小・中・高等学校・特別支援学校等教員,つくば,東光台四丁目
3338,松木,男,49,専修学校・各種学校教員,つくば,東光台五丁目
3339,山城,女,50,職業訓練指導員、研修講師、その他の教員,つくば,田倉
3340,高尾,男,51,学習塾教師,つくば,緑ケ原一丁目
3341,長谷,男,52,スポーツインストラクター,つくば,緑ケ原二丁目
3342,野本,男,20,習い事・その他の講師、インストラクター,つくば,緑ケ原三丁目
3343,宇佐美,男,54,図書館司書,つくば,緑ケ原四丁目
3344,秋葉,女,55,学芸員,つくば,手子生
3345,阪本,男,26,学校カウンセラー,つくば,大曽根
3346,板倉,男,57,医師、歯科医師、獣医師,つくば,鹿島台
3347,滝本,男,58,薬剤師,つくば,玉取
3348,長瀬,男,59,看護師,つくば,若森
3349,葛西,男,60,准看護師,つくば,佐
3350,高崎,男,30,看護助手,つくば,蓮沼
3351,塚原,男,23,保健師、助産師,つくば,花畑一丁目
3352,小寺,男,32,理学療法士、作業療法士,つくば,花畑二丁目
3353,仲村,男,33,臨床検査技師、診療放射線技師等,つくば,花畑三丁目
3354,山﨑,男,26,歯科衛生士、歯科技工士,つくば,前野
3355,高梨,男,35,歯科助手、歯科受付,つくば,立原
3356,滝口,女,36,栄養士、管理栄養士,つくば,篠崎
3357,石垣,男,37,あん摩マッサージ指圧・鍼灸師、柔道整復師,つくば,北原
3358,山野,男,38,言語聴覚士、その他の保健医療専門職,つくば,長高野
3359,井田,男,39,動物病院助手、その他の助手等,つくば,要
3360,江崎,男,40,医療事務・受付、調剤薬局事務,つくば,大穂
3361,秦,男,41,金属材料製造、金属加工、溶接,つくば,吉沼
3362,長谷部,男,42,自動車組立、輸送用機械組立・整備,つくば,西高野
3363,椎名,女,26,自動車整備工,つくば,大久保
3364,海野,男,29,電気・電子・通信機器等組立・修理,つくば,大砂
3365,大倉,男,45,光学機械、その他の機械組立・修理,つくば,小田
3366,門脇,男,46,食料品製造・加工,つくば,北太田
3367,正木,男,47,衣服・繊維製品製造、パタンナー,つくば,大形
3368,相川,女,25,化学製品、窯業・土石製品の製造・加工,つくば,下大島
3369,和泉,男,49,プラスチック製品、その他の製造・加工,つくば,小和田
3370,中澤,男,50,ＤＴＰオペレーター、印刷、製本,つくば,山口
3371,土居,女,51,ＣＡＤオペレーター、製図、写図、現図,つくば,平沢
3372,都築,男,28,塗装、看板制作、その他生産関連,つくば,北条
3373,今田,男,53,製品検査,つくば,君島
3374,平塚,男,54,生産設備オペレーター（制御・監視),つくば,泉
3375,細井,女,55,工場労務作業,つくば,小泉
3376,藤木,男,56,建築技術者（工事監督、設計技術者等）,つくば,田中
3377,小関,女,57,土木技術者（工事監督、設計技術者等）,つくば,田水山
3378,奥,男,58,測量技術者（測量士、測量士補）,つくば,水守
3379,堀越,男,59,ソフトウェア開発技術者、プログラマー,つくば,上沢
3380,島,男,60,その他の情報処理・通信技術者,つくば,山木
3381,宍戸,女,30,電気・電子・電気通信の開発・製造技術者,つくば,明石
3382,小杉,男,37,機械・自動車等の設計・製造技術者,つくば,高野原新田
3383,江川,男,38,食品・その他の技術者、研究者,つくば,作谷
3384,木田,男,39,経営、法務,つくば,寺具
3385,岩永,男,40,ウェブデザイナー,つくば,安食
3386,西谷,男,41,デザイナー（ウェブを除く）,つくば,上菅間
3387,諏訪,男,42,カメラマン、記者・編集者、その他芸術,つくば,中菅間
3388,金谷,男,43,通訳、翻訳,つくば,池田
3389,金山,男,44,カウンセラー（医療・福祉施設を除く）,つくば,磯部
3390,乾,女,45,司書、その他の専門職,つくば,洞下
3391,永山,男,22,大工,つくば,筑波
3392,森谷,男,47,配管工,つくば,沼田
3393,下川,男,48,左官、タイル張・内装・防水工等,つくば,国松
3394,細野,女,49,とび工、型枠大工、鉄筋工（建設躯体工事）,つくば,上大島
3395,田川,男,50,建設機械・クレーン等運転工、玉掛,つくば,神郡
3396,大熊,女,51,ダンプカー・ミキサー車運転手,つくば,臼井
3397,石丸,男,52,建設・土木作業員,つくば,大貫
3398,金森,男,20,舗装・線路工事・掘削等作業員,つくば,杉木
3399,大貫,男,54,電気工事作業員,つくば,小沢
3400,黒岩,女,55,通信設備作業員、送電線等架線・敷設作業員,つくば,漆所
3401,島袋,男,26,採掘,つくば,和台
3402,野原,男,57,建築技術者（工事監督、設計技術者等）,つくば,上境
3403,布施,女,58,土木技術者（工事監督、設計技術者等）,つくば,中根
3404,北田,男,59,測量技術者（測量士、測量士補）等,つくば,栄
3405,小野田,男,60,施設警備員,つくば,松塚
3406,小畑,女,30,道路交通誘導員,つくば,松栄
3407,杉村,女,23,雑踏警備員,つくば,大
3408,梅原,男,32,その他の保安・警備・監視員,つくば,横町
3409,本橋,男,33,管理人（マンション、アパート等）,つくば,金田
3410,山上,女,26,管理人（駐車場、駐輪場）,つくば,古来
3411,大矢,男,35,ビル設備管理員、ビル管理人,つくば,吉瀬
3412,豊島,男,36,管理人（寄宿舎、寮、その他）,つくば,上ノ室
3413,富樫,男,37,機械設備運転（クレーン、ボイラー、発電等）,つくば,上広岡
3414,上山,男,38,トラック運転手,つくば,上広岡字野田
3415,阿久津,男,39,トレーラー・タンクローリー運転手,つくば,下広岡
3416,赤松,男,40,ミキサー車・ダンプカー運転手,つくば,大角豆
3417,倉持,男,41,ごみ収集・陸送・その他の貨物自動車運転手,つくば,倉掛
3418,石本,男,42,バス運転手,つくば,妻木
3419,宮脇,男,26,タクシー運転手,つくば,柴崎
3420,米沢,男,29,役員車・送迎車等の乗用自動車運転手,つくば,岡村新田
3421,宮野,男,45,その他の自動車運転手,つくば,東岡
3422,末永,男,46,フォークリフト運転作業員,つくば,花室
3423,奧野,男,47,鉄道・船舶・航空機の運転、その他の輸送,つくば,栗原
3424,古沢,男,25,荷物の配達,つくば,上野
3425,塩谷,男,49,ルート集配,つくば,天王台一丁目
3426,平良,男,50,郵便の集配、新聞配達等,つくば,天王台二丁目
3427,菅沼,男,51,運行管理事務,つくば,天王台三丁目
3428,今西,男,28,出札・旅客・貨物・料金収受係,つくば,天久保一丁目
3429,麻生,男,53,ビル・建物の清掃、ハウスクリーニング,つくば,天久保二丁目
3430,仲田,男,54,ごみ収集、産業洗浄、その他の清掃・洗浄,つくば,天久保三丁目
3431,風間,男,55,フォークリフト運転作業員,つくば,天久保四丁目
3432,水田,男,56,倉庫作業,つくば,吾妻一丁目
3433,香川,女,57,梱包作業,つくば,吾妻二丁目
3434,小幡,男,58,包装、ラベル・シール貼付,つくば,吾妻三丁目
3435,生田,女,59,商品等の選別・ピッキング,つくば,吾妻四丁目
3436,小久保,男,60,運搬・積卸・引越作業、港湾荷役作業,つくば,竹園一丁目
3437,大庭,男,30,工場労務作業員,つくば,竹園二丁目
3438,坂元,男,37,食堂作業員（洗い場等）,つくば,竹園三丁目
3439,須賀,女,38,小売店作業員（商品の陳列・補充等）,つくば,千現一丁目
3440,喜多,男,39,学校・病院の用務員、その他の作業員,つくば,千現二丁目
3441,西口,男,40,稲作、畑作、園芸等,つくば,並木一丁目
3442,門田,女,41,養畜、動物飼育等,つくば,並木二丁目
3443,井川,男,42,植木職、造園師,つくば,並木三丁目
3444,大和田,男,43,その他の農業,つくば,並木四丁目
3445,奧山,男,44,林業,つくば,梅園一丁目
3446,中林,女,45,漁業,つくば,梅園二丁目
3447,富岡,男,22,農業・畜産・林業・水産技術者,つくば,桜一丁目
3448,海老原,男,47,農学・林学・水産学研究者,つくば,桜二丁目
3449,梅本,男,48,一般事務,つくば,桜三丁目
3450,永島,男,49,事務補助,つくば,筑穂一丁目
3451,砂川,女,50,総務事務,つくば,筑穂二丁目
3452,矢口,男,51,人事事務,つくば,筑穂三丁目
3453,浦田,男,52,秘書,つくば,豊里の杜一丁目
3454,杉野,女,20,受付・案内事務,つくば,豊里の杜二丁目
3455,川辺,男,54,医療事務・受付,つくば,南原
3456,岩間,男,55,調剤薬局事務,つくば,旭
3457,佐川,男,26,護事務,つくば,西沢
3458,土橋,女,57,会計・経理事務,つくば,西原
3459,木本,男,58,営業事務,つくば,長峰
3460,木戸,男,59,販売事務,つくば,原
3461,波多野,男,60,金融,つくば,六斗
3462,日下,男,30,保険事務,つくば,小茎
3463,浜本,男,23,貿易事務,つくば,下岩崎
3464,大滝,男,32,企画事務,つくば,九万坪
3465,岩渕,男,33,マーケティング,つくば,上岩崎
3466,雨宮,女,26,生産・工程管理事務,つくば,房内
3467,長崎,男,35,出荷・受荷事務,つくば,若栗
3468,金丸,男,36,運行管理事務,つくば,菅間
3469,立川,男,37,郵便事務,つくば,樋の沢
3470,小沼,男,38,旅客・料金収受係,つくば,大井
3471,羽田,女,39,データ入力等ＰＣ操作,つくば,高崎
3472,依田,男,40,コールセンターオペレーター,つくば,天宝喜
3473,白鳥,男,41,テレアポ等,つくば,牧園
3474,浅川,男,42,集金・検針・調査等の外勤事務,つくば,宝陽台
3475,真田,男,26,法人・団体の役員・管理職等,つくば,城山
3476,平沢,男,29,不動産営業,つくば,桜が丘
3477,石坂,男,45,金融・保険営業,つくば,森の里
3478,神崎,男,46,飲食料品販売営業,つくば,森の里
3479,板橋,男,47,機械器具・電気器具販売営業,つくば,若葉
3480,宇田川,男,25,自動車販売営業,つくば,あしび野
3481,小椋,男,49,製品受注営業,つくば,高見原一丁目
3482,目黒,男,50,通信・情報システム営業,つくば,高見原二丁目
3483,深田,女,51,化学品販売営業、医薬品営業,つくば,高見原三丁目
3484,山形,男,28,広告営業、会員勧誘、その他の営業,つくば,高見原四丁目
3485,森脇,男,53,テレフォンアポインター,つくば,高見原五丁目
3486,影山,男,54,スーパー・百貨店販売店員,つくば,富士見台
3487,濱田,男,55,レジ係,つくば,自由ケ丘
3488,寺尾,男,56,コンビニエンスストア店員,つくば,自由ケ丘
3489,大畑,男,57,衣料品販売店員,つくば,梅ケ丘
3490,矢田,女,58,飲食料品販売店員,つくば,池の台
3491,曽根,男,59,医薬品・化粧品販売店員,つくば,松の里
3492,三枝,男,60,自動車販売店員,つくば,駒込
3493,松元,男,30,電気機器販売店員,つくば,茎崎
3494,山元,男,37,ガソリンスタンド販売員,つくば,小山
3495,北沢,女,38,その他の小売店販売員,つくば,大舟戸
3496,高倉,男,39,小売店作業員（商品の陳列・補充等）,つくば,細見
3497,清田,男,40,店長（小売、卸売）,つくば,泊崎
3498,柳川,女,41,不動産仲介・売買,つくば,明神
3499,橋爪,男,42,訪問販売、卸売、その他の販売,つくば,稲荷川
3500,勝又,男,43,飲食店のホールスタッフ,つくば,西ノ沢
3501,鶴岡,男,44,飲食店店長,つくば,稲荷原
3502,赤木,女,45,ホテル・旅館のフロント、接客、客室係,つくば,池向
3503,櫻井,男,22,娯楽施設・スポーツ施設・その他の接客,つくば,鷹野原
3504,芦田,女,47,美容師,つくば,中山
3505,梅津,男,48,理容師,つくば,西大井
3506,丹野,男,49,エステティシャン、ネイリスト,つくば,和台原
3507,瀬尾,男,50,理美容師補助、その他の美容サービス,つくば,学園の森一丁目
3508,江原,女,51,調理人（日本・西洋・中華料理）,つくば,学園の森二丁目
3509,尾上,男,52,調理人（給食）,つくば,学園の森三丁目
3510,宇都宮,男,20,調理人（食堂、居酒屋、弁当店、その他）,つくば,研究学園一丁目
3511,吉澤,男,54,調理補助、調理人見習,つくば,研究学園二丁目
